run_id,run_name,state,sweep_id,created_at,model,seed,lr,wd,epochs,batch_size,dice_weight,dataset_length,early_stop_patience,burn_in,val_every,link,depth,start_filters,max_rot_order,group_order,activation_type,fourier_N,fourier_function,kernel_size,conv_sigma,up_mode,total_params,val_DetA,val_Recall,val_DetA_ann1,val_DetA_ann2,val_Recall_ann1,val_Recall_ann2,test_DetA,test_Recall,test_HOTA,test_AssA,test_DetA_ann1,test_DetA_ann2,test_HOTA_ann1,test_HOTA_ann2,test_AssA_ann1,test_AssA_ann2
spga5y2f,amber-sweep-11,finished,,2026-04-23T00:13:59Z,,,,,,,,,,,,,,,,,,,,,,,69456,0.8148921728134155,0.845013439655304,0.8263116478919983,0.8213788866996765,0.8325775265693665,0.8770959377288818,0.8129713535308838,,0.7311897873878479,0.6576350927352905,0.8129713535308838,,0.7311897873878479,,0.6576350927352905,
wtiu6ce1,clear-sweep-12,finished,,2026-04-23T00:16:21Z,,,,,,,,,,,,,,,,,,,,,,,47854,0.8044877648353577,0.8403028249740601,0.8159811496734619,0.8120960593223572,0.8249944448471069,0.8747622966766357,0.798409104347229,,0.7217967510223389,0.6525357961654663,0.798409104347229,,0.7217967510223389,,0.6525357961654663,
heb2tjff,vibrant-sweep-13,finished,,2026-04-23T00:50:43Z,,,,,,,,,,,,,,,,,,,,,,,29620,0.7964797616004944,0.8109341859817505,0.8093360662460327,0.8018611073493958,0.7989740371704102,0.8433880805969238,0.8058351278305054,,0.7018705010414124,0.611318826675415,0.8058351278305054,,0.7018705010414124,,0.611318826675415,
ynlkkquz,expert-sweep-14,finished,,2026-04-23T00:51:15Z,,,,,,,,,,,,,,,,,,,,,,,18005,0.7996784448623657,0.8242334127426147,0.8095136284828186,0.8059655427932739,0.8128020167350769,0.8488332033157349,0.8090180158615112,,0.7324168682098389,0.6630685925483704,0.8090180158615112,,0.7324168682098389,,0.6630685925483704,
8ymmpxj4,lively-sweep-15,finished,,2026-04-23T01:22:55Z,,,,,,,,,,,,,,,,,,,,,,,488892,0.8113072514533997,0.871743381023407,0.8309339880943298,0.813271701335907,0.8562932014465332,0.915730357170105,0.8086851835250854,,0.7132717370986938,0.6291157603263855,0.8086851835250854,,0.7132717370986938,,0.6291157603263855,
ibiyehal,whole-sweep-16,finished,,2026-04-23T01:25:24Z,,,,,,,,,,,,,,,,,,,,,,,430329,0.8100399374961853,0.8167546987533569,0.8224978446960449,0.8180073499679565,0.805367648601532,0.8463267087936401,0.8002690076828003,,0.7178683280944824,0.6439521312713623,0.8002690076828003,,0.7178683280944824,,0.6439521312713623,
iditu14v,jumping-sweep-17,finished,,2026-04-23T02:21:18Z,,,,,,,,,,,,,,,,,,,,,,,373168,0.8072093725204468,0.8452823758125305,0.8208178877830505,0.8152265548706055,0.831834077835083,0.8797752857208252,0.7897506356239319,,0.6941201090812683,0.6100695133209229,0.7897506356239319,,0.6941201090812683,,0.6100695133209229,
lbvys9qu,desert-sweep-18,finished,,2026-04-23T02:22:57Z,,,,,,,,,,,,,,,,,,,,,,,322249,0.8117069602012634,0.8584141135215759,0.8265364170074463,0.816498339176178,0.8453646302223206,0.8987900018692017,0.7989916205406189,,0.7103845477104187,0.6316038966178894,0.7989916205406189,,0.7103845477104187,,0.6316038966178894,
gvy8p14z,fanciful-sweep-19,finished,,2026-04-23T03:16:41Z,,,,,,,,,,,,,,,,,,,,,,,273389,0.8119029998779297,0.8400800824165344,0.8265606164932251,0.8163281083106995,0.8271504044532776,0.8756266236305237,0.8036686182022095,,0.7261133790016174,0.6560423374176025,0.8036686182022095,,0.7261133790016174,,0.6560423374176025,
3knrs5xg,lyric-sweep-20,finished,,2026-04-23T03:17:54Z,,,,,,,,,,,,,,,,,,,,,,,231879,0.8122588396072388,0.8649258613586426,0.8247518539428711,0.8184681534767151,0.850048303604126,0.9059637188911438,0.8153468370437622,,0.7295102477073669,0.6527102589607239,0.8153468370437622,,0.7295102477073669,,0.6527102589607239,
bosn67xx,cosmic-sweep-21,finished,,2026-04-23T04:05:13Z,,,,,,,,,,,,,,,,,,,,,,,188829,0.8096063137054443,0.8453559279441833,0.8160697817802429,0.8204612135887146,0.8296037316322327,0.8841832280158997,0.7952918410301208,,0.6981133222579956,0.6128092408180237,0.7952918410301208,,0.6981133222579956,,0.6128092408180237,
aa0kaw2b,expert-sweep-22,finished,,2026-04-23T04:06:14Z,,,,,,,,,,,,,,,,,,,,,,,157348,0.797123372554779,0.8525289297103882,0.8177563548088074,0.794543981552124,0.8381533026695251,0.8890233635902405,0.7907727956771851,,0.7036627531051636,0.626148521900177,0.7907727956771851,,0.7036627531051636,,0.626148521900177,
