run_id,run_name,state,sweep_id,created_at,model,seed,lr,wd,epochs,batch_size,dice_weight,dataset_length,early_stop_patience,burn_in,val_every,link,depth,start_filters,max_rot_order,group_order,activation_type,fourier_N,fourier_function,kernel_size,conv_sigma,up_mode,total_params,epoch,val_DetA,val_DetA_ann1,val_DetA_ann2,val_DetA_ann3,val_Recall,val_Recall_ann1,val_Recall_ann2,val_Recall_ann3,val_HOTA,val_HOTA_ann1,val_HOTA_ann2,val_HOTA_ann3,val_AssA,val_AssA_ann1,val_AssA_ann2,val_AssA_ann3,test_DetA,test_DetA_ann1,test_HOTA,test_HOTA_ann1,test_AssA,test_AssA_ann1
spga5y2f,amber-sweep-11,finished,,2026-04-23T00:13:59Z,equiunet,0,0.0047426,0.082253,100,16,0,1600,100,0,1,False,3,6,1,-1,fourierbn,16,p_relu,5,0.93869,nearest,69456,100,0.8148921728134155,0.8263116478919983,0.8213788866996765,0.7969860434532166,0.845013439655304,0.8325775265693665,0.8770959377288818,0.8253669738769531,0.7527214288711548,0.7468020915985107,0.7669383883476257,0.7444238066673279,0.6954591274261475,0.6749430894851685,0.716106116771698,0.6953281164169312,0.8129713535308838,0.8129713535308838,0.7311897873878479,0.7311897873878479,0.6576350927352905,0.6576350927352905
wtiu6ce1,clear-sweep-12,finished,,2026-04-23T00:16:21Z,equiunet,0,0.0047426,0.082253,100,16,0,1600,100,0,1,False,3,5,1,-1,fourierbn,16,p_relu,5,0.93869,nearest,47854,100,0.8044877648353577,0.8159811496734619,0.8120960593223572,0.7853862047195435,0.8403028249740601,0.8249944448471069,0.8747622966766357,0.8211516737937927,0.7485244870185852,0.7403964400291443,0.7628878951072693,0.742289125919342,0.6966772079467773,0.6718131899833679,0.7166615128517151,0.7015569806098938,0.798409104347229,0.798409104347229,0.7217967510223389,0.7217967510223389,0.6525357961654663,0.6525357961654663
heb2tjff,vibrant-sweep-13,finished,,2026-04-23T00:50:43Z,equiunet,0,0.0047426,0.082253,100,16,0,1600,100,0,1,False,3,4,1,-1,fourierbn,16,p_relu,5,0.93869,nearest,29620,100,0.7964797616004944,0.8093360662460327,0.8018611073493958,0.7782421112060547,0.8109341859817505,0.7989740371704102,0.8433880805969238,0.7904403209686279,0.7396390438079834,0.7395883798599243,0.7496181130409241,0.729710578918457,0.6869453191757202,0.6758515238761902,0.7007788419723511,0.6842055320739746,0.8058351278305054,0.8058351278305054,0.7018705010414124,0.7018705010414124,0.611318826675415,0.611318826675415
ynlkkquz,expert-sweep-14,finished,,2026-04-23T00:51:15Z,equiunet,0,0.0047426,0.082253,100,16,0,1600,100,0,1,False,3,3,1,-1,fourierbn,16,p_relu,5,0.93869,nearest,18005,100,0.7996784448623657,0.8095136284828186,0.8059655427932739,0.7835562229156494,0.8242334127426147,0.8128020167350769,0.8488332033157349,0.811065137386322,0.7478283047676086,0.7419794201850891,0.7604034543037415,0.7411020994186401,0.6994815468788147,0.6800792813301086,0.7174170613288879,0.7009482383728027,0.8090180158615112,0.8090180158615112,0.7324168682098389,0.7324168682098389,0.6630685925483704,0.6630685925483704
8ymmpxj4,lively-sweep-15,finished,,2026-04-23T01:22:55Z,equiunet,1,0.0047426,0.082253,100,16,0,1600,100,0,1,False,3,16,1,-1,fourierbn,16,p_relu,5,0.93869,nearest,488892,100,0.8113072514533997,0.8309339880943298,0.813271701335907,0.7897160649299622,0.871743381023407,0.8562932014465332,0.915730357170105,0.8432066440582275,0.7568404078483582,0.7616545557975769,0.7633556723594666,0.7455110549926758,0.7061450481414795,0.6981512904167175,0.7165033221244812,0.703780472278595,0.8086851835250854,0.8086851835250854,0.7132717370986938,0.7132717370986938,0.6291157603263855,0.6291157603263855
ibiyehal,whole-sweep-16,finished,,2026-04-23T01:25:24Z,equiunet,1,0.0047426,0.082253,100,16,0,1600,100,0,1,False,3,15,1,-1,fourierbn,16,p_relu,5,0.93869,nearest,430329,100,0.8100399374961853,0.8224978446960449,0.8180073499679565,0.7896146178245544,0.8167546987533569,0.805367648601532,0.8463267087936401,0.7985697984695435,0.750143826007843,0.7490352392196655,0.7636997699737549,0.7376963496208191,0.6947745084762573,0.6821340322494507,0.7129976749420166,0.6891918182373047,0.8002690076828003,0.8002690076828003,0.7178683280944824,0.7178683280944824,0.6439521312713623,0.6439521312713623
iditu14v,jumping-sweep-17,finished,,2026-04-23T02:21:18Z,equiunet,1,0.0047426,0.082253,100,16,0,1600,100,0,1,False,3,14,1,-1,fourierbn,16,p_relu,5,0.93869,nearest,373168,100,0.8072093725204468,0.8208178877830505,0.8152265548706055,0.7855836749076843,0.8452823758125305,0.831834077835083,0.8797752857208252,0.8242378830909729,0.757463276386261,0.75727778673172,0.7683438658714294,0.7467681169509888,0.7108947038650513,0.6986563801765442,0.7241573333740234,0.7098703980445862,0.7897506356239319,0.7897506356239319,0.6941201090812683,0.6941201090812683,0.6100695133209229,0.6100695133209229
lbvys9qu,desert-sweep-18,finished,,2026-04-23T02:22:57Z,equiunet,1,0.0047426,0.082253,100,16,0,1600,100,0,1,False,3,13,1,-1,fourierbn,16,p_relu,5,0.93869,nearest,322249,100,0.8117069602012634,0.8265364170074463,0.816498339176178,0.7920861840248108,0.8584141135215759,0.8453646302223206,0.8987900018692017,0.8310877084732056,0.7509646415710449,0.748536229133606,0.758006751537323,0.7463509440422058,0.6949529647827148,0.6778969168663025,0.703705370426178,0.7032564878463745,0.7989916205406189,0.7989916205406189,0.7103845477104187,0.7103845477104187,0.6316038966178894,0.6316038966178894
gvy8p14z,fanciful-sweep-19,finished,,2026-04-23T03:16:41Z,equiunet,1,0.0047426,0.082253,100,16,0,1600,100,0,1,False,3,12,1,-1,fourierbn,16,p_relu,5,0.93869,nearest,273389,100,0.8119029998779297,0.8265606164932251,0.8163281083106995,0.7928202152252197,0.8400800824165344,0.8271504044532776,0.8756266236305237,0.8174632787704468,0.7589434385299683,0.7572357654571533,0.7611371874809265,0.758457362651825,0.7096623182296753,0.6937253475189209,0.7096776962280273,0.7255839109420776,0.8036686182022095,0.8036686182022095,0.7261133790016174,0.7261133790016174,0.6560423374176025,0.6560423374176025
3knrs5xg,lyric-sweep-20,finished,,2026-04-23T03:17:54Z,equiunet,1,0.0047426,0.082253,100,16,0,1600,100,0,1,False,3,11,1,-1,fourierbn,16,p_relu,5,0.93869,nearest,231879,100,0.8122588396072388,0.8247518539428711,0.8184681534767151,0.7935565710067749,0.8649258613586426,0.850048303604126,0.9059637188911438,0.8387655019760132,0.7601328492164612,0.7528784871101379,0.769297182559967,0.7582228779792786,0.7116037607192993,0.6872686147689819,0.7230802774429321,0.7244625091552734,0.8153468370437622,0.8153468370437622,0.7295102477073669,0.7295102477073669,0.6527102589607239,0.6527102589607239
bosn67xx,cosmic-sweep-21,finished,,2026-04-23T04:05:13Z,equiunet,1,0.0047426,0.082253,100,16,0,1600,100,0,1,False,3,10,1,-1,fourierbn,16,p_relu,5,0.93869,nearest,188829,100,0.8096063137054443,0.8160697817802429,0.8204612135887146,0.7922880053520203,0.8453559279441833,0.8296037316322327,0.8841832280158997,0.822280764579773,0.7546724081039429,0.7491804957389832,0.7608532309532166,0.7539834380149841,0.703626811504364,0.6877738237380981,0.7055758833885193,0.7175307869911194,0.7952918410301208,0.7952918410301208,0.6981133222579956,0.6981133222579956,0.6128092408180237,0.6128092408180237
