ckpt,n_detections,det_only_DetA,HOTA,DetA,AssA,n_tracks
equiunet_sf16_seed0_synthetic_legendary-sweep-1-best.ckpt,61423,0.7616467023785354,0.7299820896711224,0.8095416368253141,0.6582414381184005,1840
equiunet_sf16_seed1_synthetic_smooth-sweep-2-best.ckpt,55477,0.7900891241707432,0.7602607609694074,0.8385711328825721,0.6892634411143285,1550
equiunet_sf16_seed2_synthetic_zany-sweep-2-best.ckpt,57441,0.7876527796031015,0.7681203228986556,0.8468522897930296,0.6967080771478258,1572
equiunet_sf16_seed3_synthetic_rare-sweep-3-best.ckpt,56239,0.7927932430406317,0.7808015529107062,0.8588770062897514,0.7098234794541676,1496
equiunet_sf16_seed4_synthetic_dashing-sweep-4-best.ckpt,57247,0.7787093287920221,0.7629982059534217,0.840828188681192,0.6923724372291161,1618
