ckpt,n_detections,det_only_DetA,HOTA,DetA,AssA,n_tracks
unet_sf16_seed3_synthetic_proud-sweep-4-best.ckpt,55853,0.7951551068923376,0.7757328212583181,0.8590893926357747,0.700464253354501,1542
unet_sf16_seed4_synthetic_amber-sweep-5-best.ckpt,57516,0.7910916657071895,0.7700564300706497,0.8424226892192038,0.7039066172858676,1633
