ckpt,n_detections,det_only_DetA,HOTA,DetA,AssA,n_tracks
unet_sf16_seed0_synthetic_smooth-sweep-1-best.ckpt,56506,0.7981099369978999,0.7701207931614141,0.8563744324135523,0.6925545808134987,1569
unet_sf16_seed1_synthetic_volcanic-sweep-2-best.ckpt,53545,0.7870622700640414,0.8002441877499731,0.8718594330223711,0.7345114771628357,1407
unet_sf16_seed2_synthetic_firm-sweep-3-best.ckpt,56566,0.7956980303433591,0.7696521691623357,0.8517413107983828,0.6954746165135911,1561
