ckpt,n_detections,det_only_DetA,HOTA,DetA,AssA,n_tracks
equiunet_sf16_seed3_synthetic_rare-sweep-3-best.ckpt,56239,0.7927932430406317,0.7808015529107062,0.8588770062897514,0.7098234794541676,1496
equiunet_sf16_seed4_synthetic_dashing-sweep-4-best.ckpt,57247,0.7787093287920221,0.7629982059534217,0.840828188681192,0.6923724372291161,1618
